"","C245PW0","childid"
"3335",NA,"0239015C"
"3336",265.9,"0239016C"
"3337",NA,"0239017C"
"3338",225.52,"0239018C"
"3339",NA,"0239019C"
"3340",NA,"0239020C"
"3341",NA,"0239021C"
"3342",NA,"0239022C"
"3343",NA,"0239023C"
"3344",NA,"0239024C"
"3345",975.81,"0240001C"
"3346",NA,"0240002C"
"3347",943.71,"0240003C"
"3348",NA,"0240004C"
"3349",385.29,"0240005C"
"3350",0,"0240006C"
"3351",303.17,"0240007C"
"3352",260.27,"0240008C"
"3353",0,"0240009C"
"3354",0,"0240010C"
"3355",NA,"0240011C"
"3356",425.02,"0240012C"
"3357",393.47,"0240013C"
"3358",307.87,"0240014C"
"3359",266.66,"0240015C"
"3360",NA,"0240016C"
"3361",1154.26,"0240017C"
"3362",423.64,"0240018C"
"3363",0,"0240019C"
"3364",0,"0240020C"
"3365",439.83,"0240021C"
"3366",993.12,"0240022C"
"3367",0,"0240023C"
"3368",447.58,"0240024C"
"3369",0,"0241001C"
"3370",0,"0241002C"
"3371",0,"0241003C"
"3372",0,"0241004C"
"3373",0,"0241005C"
"3374",281.53,"0241006C"
"3375",858.7,"0241007C"
"3376",286.89,"0241008C"
"3377",725.94,"0241009C"
"3378",679.06,"0241010C"
"3379",814.47,"0241011C"
"3380",629.32,"0241012C"
"3381",369.17,"0241013C"
"3382",198.79,"0241014C"
"3383",217.64,"0241015C"
"3384",0,"0241016C"
"3385",NA,"0241017C"
"3386",0,"0241018C"
"3387",214.5,"0241019C"
"3388",0,"0241020C"
"3389",0,"0241021C"
"3390",0,"0241022C"
"3391",0,"0241023C"
"3392",681.26,"0241024C"
"3393",NA,"0241040C"
"3394",380.65,"0242001C"
"3395",0,"0242002C"
"3396",106.94,"0242003C"
"3397",104.37,"0242004C"
"3398",106.58,"0242005C"
"3399",0,"0242006C"
"3400",113,"0242007C"
"3401",110.66,"0242008C"
"3402",106.58,"0242010C"
"3403",0,"0242011C"
"3404",109.19,"0242012C"
"3405",120.09,"0242013C"
"3406",0,"0242014C"
"3407",108.84,"0242015C"
"3408",0,"0242016C"
"3409",110.66,"0242017C"
"3410",106.58,"0242018C"
"3411",210.35,"0242019C"
"3412",0,"0242020C"
"3413",106.58,"0242021C"
"3414",117.61,"0242022C"
"3415",113,"0242023C"
"3416",110.92,"0242024C"
"3417",380.65,"0242025C"
"3418",NA,"0242040C"
"3419",NA,"0242041C"
"3420",NA,"0242042C"
"3421",0,"0243001C"
"3422",166.09,"0243002C"
"3423",139.53,"0243004C"
"3424",0,"0243005C"
"3425",398,"0243006C"
"3426",100.74,"0243007C"
"3427",308.55,"0243008C"
"3428",320.33,"0243009C"
"3429",359.53,"0243010C"
"3430",101.58,"0243011C"
"3431",121.1,"0243013C"
"3432",103.21,"0243014C"
"3433",309.39,"0243015C"
"3434",257.65,"0243016C"
"3435",417.68,"0243017C"
"3436",114.31,"0243018C"
"3437",308.55,"0243019C"
"3438",438.9,"0243020C"
"3439",139.53,"0243021C"
"3440",0,"0243022C"
"3441",0,"0243023C"
"3442",87.12,"0243024C"
"3443",NA,"0243040C"
"3444",189.02,"0245001C"
"3445",0,"0245002C"
"3446",200.88,"0245003C"
"3447",287.68,"0245004C"
"3448",221.66,"0245005C"
"3449",674.39,"0245007C"
"3450",194.12,"0245008C"
"3451",194.12,"0245009C"
"3452",0,"0245010C"
"3453",214.19,"0245011C"
"3454",193.49,"0245012C"
"3455",302.46,"0245013C"
"3456",200.88,"0245015C"
"3457",587.31,"0245016C"
"3458",182.07,"0245017C"
"3459",624.16,"0245018C"
"3460",715.02,"0245019C"
"3461",214.19,"0245021C"
"3462",189.47,"0245022C"
"3463",674.39,"0245023C"
"3464",281.7,"0245024C"
"3465",98.7,"0246001C"
"3466",227.69,"0246002C"
"3467",227.69,"0246003C"
"3468",326.05,"0246004C"
"3469",273.99,"0246005C"
"3470",NA,"0246006C"
"3471",NA,"0246007C"
"3472",307.31,"0246008C"
"3473",0,"0246009C"
"3474",NA,"0246010C"
"3475",267,"0246011C"
"3476",NA,"0246012C"
"3477",369.19,"0246013C"
"3478",0,"0246014C"
"3479",235.63,"0246015C"
"3480",NA,"0246016C"
"3481",NA,"0246017C"
"3482",NA,"0246018C"
"3483",250.41,"0246019C"
"3484",0,"0246020C"
"3485",NA,"0246021C"
"3486",260.61,"0246022C"
"3487",NA,"0246023C"
"3488",NA,"0246024C"
"3489",103.48,"0247001C"
"3490",0,"0247002C"
"3491",NA,"0247004C"
"3492",248.09,"0247005C"
"3493",248.9,"0247006C"
"3494",NA,"0247007C"
"3495",0,"0247009C"
"3496",304.99,"0247010C"
"3497",248.09,"0247011C"
"3498",415.99,"0247012C"
"3499",272.87,"0247013C"
"3500",248.9,"0247014C"
"3501",242.93,"0247015C"
"3502",298.68,"0247016C"
"3503",NA,"0247017C"
"3504",242.93,"0247019C"
"3505",242.93,"0247020C"
"3506",242.93,"0247021C"
"3507",267.19,"0247022C"
"3508",248.09,"0247023C"
"3509",290.93,"0247024C"
"3510",NA,"0248001C"
"3511",157.68,"0248002C"
"3512",153.31,"0248003C"
"3513",149.77,"0248005C"
"3514",153.81,"0248006C"
"3515",0,"0248007C"
"3516",147.31,"0248009C"
"3517",150.13,"0248010C"
"3518",466.87,"0248011C"
"3519",608.15,"0248012C"
"3520",149.77,"0248015C"
"3521",241.37,"0248016C"
"3522",174.16,"0248017C"
"3523",465.36,"0248018C"
"3524",206.58,"0248019C"
"3525",0,"0248020C"
"3526",174.16,"0248021C"
"3527",466.87,"0248023C"
"3528",141.26,"0248024C"
"3529",0,"0249002C"
"3530",732.79,"0249003C"
"3531",814.3,"0249004C"
"3532",NA,"0249005C"
"3533",704.17,"0249006C"
"3534",734.93,"0249007C"
"3535",776.94,"0249008C"
"3536",755.2,"0249009C"
"3537",825.75,"0249010C"
"3538",0,"0249011C"
"3539",777.67,"0249012C"
"3540",118.35,"0250001C"
"3541",111.94,"0250002C"
"3542",213.16,"0250004C"
"3543",143.38,"0250005C"
"3544",140.39,"0250007C"
"3545",NA,"0250008C"
"3546",152.87,"0250009C"
"3547",221.84,"0250010C"
"3548",143.38,"0250011C"
"3549",143.38,"0250012C"
"3550",140.39,"0250013C"
"3551",193.19,"0250014C"
"3552",146.4,"0250015C"
"3553",140.39,"0250016C"
"3554",NA,"0250017C"
"3555",164.63,"0250018C"
"3556",143.38,"0250019C"
"3557",NA,"0250020C"
"3558",152,"0250021C"
"3559",NA,"0250022C"
"3560",143.38,"0250023C"
"3561",152.37,"0250024C"
"3562",670.82,"0251001C"
"3563",NA,"0251002C"
"3564",620.34,"0251003C"
"3565",656.47,"0251004C"
"3566",0,"0251005C"
"3567",150.58,"0251006C"
"3568",0,"0251007C"
"3569",160.04,"0251008C"
"3570",554.11,"0251009C"
"3571",633.51,"0251010C"
"3572",0,"0251011C"
"3573",537.23,"0251012C"
"3574",140.31,"0251013C"
"3575",NA,"0251014C"
"3576",0,"0251015C"
"3577",0,"0251016C"
"3578",214.94,"0251017C"
"3579",241.72,"0251018C"
"3580",170.08,"0251019C"
"3581",142.02,"0251020C"
"3582",624.4,"0251021C"
"3583",251.01,"0251022C"
"3584",176.58,"0251023C"
"3585",259.85,"0251024C"
"3586",0,"0252001C"
"3587",NA,"0252002C"
"3588",NA,"0252003C"
"3589",NA,"0252004C"
"3590",0,"0252005C"
"3591",0,"0252006C"
"3592",NA,"0252007C"
"3593",NA,"0252008C"
"3594",NA,"0252009C"
"3595",143.67,"0252010C"
"3596",NA,"0252011C"
"3597",NA,"0252012C"
"3598",NA,"0252013C"
"3599",NA,"0252014C"
"3600",219.56,"0252015C"
"3601",NA,"0252016C"
"3602",NA,"0252017C"
"3603",NA,"0252018C"
"3604",NA,"0252019C"
"3605",232.86,"0252020C"
"3606",NA,"0252021C"
"3607",NA,"0252022C"
"3608",0,"0252023C"
"3609",NA,"0252024C"
"3610",0,"0253001C"
"3611",0,"0253002C"
"3612",434.95,"0253003C"
"3613",0,"0253004C"
"3614",597.24,"0253005C"
"3615",0,"0253006C"
"3616",0,"0253008C"
"3617",341.4,"0253009C"
"3618",1506.47,"0253010C"
"3619",0,"0253011C"
"3620",0,"0253012C"
"3621",0,"0253013C"
"3622",1234.49,"0253014C"
"3623",NA,"0253015C"
"3624",1170.39,"0253016C"
"3625",454.47,"0253017C"
"3626",582.93,"0253018C"
"3627",0,"0253019C"
"3628",0,"0253020C"
"3629",1323.68,"0253021C"
"3630",0,"0253022C"
"3631",0,"0253023C"
"3632",NA,"0253024C"
"3633",917.71,"0255001C"
"3634",0,"0255002C"
"3635",1104.1,"0255003C"
"3636",1028.06,"0255004C"
"3637",355.68,"0255005C"
"3638",1163,"0255006C"
"3639",NA,"0255007C"
"3640",1043.59,"0255009C"
"3641",0,"0255010C"
"3642",0,"0255011C"
"3643",959.29,"0255012C"
"3644",0,"0255013C"
"3645",NA,"0255015C"
"3646",307.35,"0255016C"
"3647",0,"0255017C"
"3648",0,"0255018C"
"3649",391.9,"0255019C"
"3650",0,"0255020C"
"3651",0,"0255021C"
"3652",0,"0255022C"
"3653",951.73,"0255023C"
"3654",330.3,"0255024C"
"3655",89.83,"0256001C"
"3656",106.45,"0256002C"
"3657",NA,"0256003C"
"3658",0,"0256004C"
"3659",300.31,"0256005C"
"3660",328.59,"0256006C"
"3661",99.12,"0256007C"
"3662",97.75,"0256008C"
"3663",327.9,"0256009C"
"3664",0,"0256010C"
"3665",97.75,"0256011C"
"3666",371.91,"0256013C"
"3667",0,"0256014C"
"3668",138.05,"0256015C"
"3669",0,"0256017C"
"3670",426.05,"0256018C"
"3671",84.53,"0256019C"
"3672",99.12,"0256020C"
"3673",102.05,"0256021C"
"3674",93.26,"0256023C"
"3675",0,"0256024C"
"3676",NA,"0257001C"
"3677",NA,"0257002C"
"3678",84.1,"0257003C"
"3679",71.71,"0257004C"
"3680",79.13,"0257005C"
"3681",76.22,"0257006C"
"3682",NA,"0257007C"
"3683",84.1,"0257008C"
"3684",82.35,"0257009C"
"3685",84.1,"0257010C"
"3686",90.1,"0257011C"
"3687",84.1,"0257012C"
"3688",88.42,"0257013C"
"3689",82.35,"0257014C"
"3690",76.22,"0257015C"
"3691",NA,"0257016C"
"3692",NA,"0257017C"
"3693",74.63,"0257018C"
"3694",NA,"0257019C"
"3695",NA,"0257020C"
"3696",NA,"0257021C"
"3697",88.22,"0257022C"
"3698",84.1,"0257023C"
"3699",NA,"0257024C"
"3700",0,"0258001C"
"3701",326.99,"0258002C"
"3702",232.45,"0258003C"
"3703",0,"0258004C"
"3704",259.84,"0258005C"
"3705",0,"0258006C"
"3706",799.45,"0258007C"
"3707",242.68,"0258008C"
"3708",1028.76,"0258009C"
"3709",0,"0258010C"
"3710",257.3,"0258011C"
"3711",351.09,"0258012C"
"3712",823.04,"0258013C"
"3713",377.58,"0258014C"
"3714",248.51,"0258015C"
"3715",247.83,"0258016C"
"3716",219.93,"0258017C"
"3717",247.83,"0258018C"
"3718",211.34,"0258019C"
"3719",224.6,"0258020C"
"3720",247.83,"0258021C"
"3721",247.83,"0258022C"
"3722",782.83,"0258023C"
"3723",805.53,"0258024C"
"3724",55.57,"0259001C"
"3725",NA,"0259002C"
"3726",278.5,"0259003C"
"3727",252.39,"0259004C"
"3728",292.8,"0259006C"
"3729",289.14,"0259007C"
"3730",278.5,"0259008C"
"3731",252.39,"0259009C"
"3732",0,"0259010C"
"3733",375.26,"0259011C"
"3734",412.88,"0259012C"
"3735",NA,"0259013C"
"3736",279.4,"0259014C"
"3737",NA,"0259015C"
"3738",NA,"0259017C"
"3739",340.09,"0259018C"
"3740",232.55,"0259019C"
"3741",NA,"0259020C"
"3742",0,"0259022C"
"3743",237.49,"0259023C"
"3744",NA,"0259024C"
"3745",77.22,"0262001C"
"3746",241.74,"0262002C"
"3747",69.81,"0262003C"
"3748",0,"0262004C"
"3749",0,"0262005C"
"3750",67.24,"0262006C"
"3751",241.74,"0262007C"
"3752",262.36,"0262008C"
"3753",0,"0262009C"
"3754",89.16,"0262010C"
"3755",69.98,"0262011C"
"3756",65.85,"0262012C"
"3757",78.86,"0262013C"
"3758",71.46,"0262014C"
"3759",81.01,"0262015C"
"3760",0,"0262016C"
"3761",78.86,"0262017C"
"3762",0,"0262018C"
"3763",258.29,"0262019C"
"3764",106.25,"0262020C"
"3765",0,"0262021C"
"3766",65.85,"0262022C"
"3767",82.91,"0262023C"
"3768",65.85,"0262024C"
"3769",77.22,"0262025C"
"3770",90.64,"0263001C"
"3771",95.74,"0263002C"
"3772",95.74,"0263003C"
"3773",95.74,"0263004C"
"3774",0,"0263005C"
"3775",77.3,"0263006C"
"3776",0,"0263007C"
"3777",95.43,"0263008C"
"3778",130.15,"0263009C"
"3779",100.28,"0263010C"
"3780",344.65,"0263011C"
"3781",94.58,"0263012C"
"3782",395.1,"0263013C"
"3783",386.88,"0263014C"
"3784",82.72,"0264001C"
"3785",NA,"0264002C"
"3786",94.38,"0264003C"
"3787",68.59,"0264004C"
"3788",68.59,"0264005C"
"3789",70.04,"0264006C"
"3790",96.61,"0264007C"
"3791",NA,"0264008C"
"3792",NA,"0264009C"
"3793",82.14,"0264010C"
"3794",NA,"0264011C"
"3795",NA,"0264012C"
"3796",NA,"0264013C"
"3797",NA,"0264014C"
"3798",94.38,"0264016C"
"3799",70.04,"0264017C"
"3800",98.22,"0264020C"
"3801",NA,"0264021C"
"3802",85.28,"0264022C"
"3803",72.89,"0264023C"
"3804",NA,"0264024C"
"3805",NA,"0265001C"
"3806",88.77,"0265002C"
"3807",108.67,"0265003C"
"3808",216.92,"0265004C"
"3809",0,"0265005C"
"3810",213.86,"0265006C"
"3811",0,"0265007C"
"3812",227.28,"0265008C"
"3813",227.28,"0265009C"
"3814",213.86,"0265010C"
"3815",227.28,"0265011C"
"3816",0,"0265012C"
"3817",768.8,"0265013C"
"3818",390.19,"0265014C"
"3819",209.41,"0265015C"
"3820",954.31,"0265016C"
"3821",834.39,"0265017C"
"3822",808.97,"0265018C"
"3823",681.54,"0265019C"
"3824",0,"0265021C"
"3825",634.16,"0265023C"
"3826",0,"0265024C"
"3827",NA,"0266001C"
"3828",103.53,"0266002C"
"3829",NA,"0266003C"
"3830",NA,"0266004C"
"3831",NA,"0266005C"
"3832",NA,"0266006C"
"3833",NA,"0266007C"
"3834",NA,"0266008C"
"3835",NA,"0266009C"
"3836",NA,"0266010C"
"3837",NA,"0266011C"
"3838",NA,"0266012C"
"3839",NA,"0266013C"
"3840",NA,"0266014C"
"3841",NA,"0266015C"
"3842",NA,"0266016C"
"3843",NA,"0266017C"
"3844",NA,"0266018C"
"3845",NA,"0266019C"
"3846",NA,"0266020C"
"3847",NA,"0266022C"
"3848",NA,"0266023C"
"3849",0,"0266024C"
"3850",NA,"0266025C"
"3851",0,"0267001C"
"3852",448.98,"0267003C"
"3853",0,"0267006C"
"3854",197.34,"0267007C"
"3855",0,"0267008C"
"3856",169.11,"0267009C"
"3857",203.16,"0267012C"
"3858",505.89,"0267014C"
"3859",0,"0267015C"
"3860",0,"0267016C"
"3861",0,"0267017C"
"3862",488.86,"0267018C"
"3863",169.66,"0267019C"
"3864",515.68,"0267020C"
"3865",197.34,"0267021C"
"3866",146.46,"0267022C"
"3867",0,"0267023C"
"3868",458.51,"0267024C"
"3869",0,"0269001C"
"3870",NA,"0269002C"
"3871",77.1,"0269003C"
"3872",NA,"0269004C"
"3873",97.64,"0269005C"
"3874",380.67,"0269006C"
"3875",191.93,"0269007C"
"3876",191.93,"0269008C"
"3877",NA,"0269009C"
"3878",NA,"0269010C"
"3879",NA,"0269011C"
"3880",NA,"0269012C"
"3881",NA,"0269014C"
"3882",NA,"0269015C"
"3883",294.94,"0269016C"
"3884",NA,"0269017C"
"3885",NA,"0269018C"
"3886",0,"0269019C"
"3887",293.23,"0269020C"
"3888",196,"0269021C"
"3889",NA,"0269022C"
"3890",196,"0269023C"
"3891",191.93,"0269024C"
"3892",236.8,"0270001C"
"3893",NA,"0270002C"
"3894",303.49,"0270003C"
"3895",230.01,"0270004C"
"3896",NA,"0270005C"
"3897",230.01,"0270006C"
"3898",208.46,"0270007C"
"3899",264.3,"0270009C"
"3900",241.83,"0270010C"
"3901",236.8,"0270011C"
"3902",NA,"0270013C"
"3903",264.3,"0270014C"
"3904",NA,"0270015C"
"3905",265.6,"0270016C"
"3906",NA,"0270017C"
"3907",204.12,"0270018C"
"3908",225.23,"0270019C"
"3909",NA,"0270020C"
"3910",NA,"0270021C"
"3911",0,"0270022C"
"3912",0,"0270023C"
"3913",251.07,"0270024C"
"3914",29.69,"0271001C"
"3915",NA,"0271002C"
"3916",340.03,"0271003C"
"3917",NA,"0271004C"
"3918",246.31,"0271005C"
"3919",NA,"0271006C"
"3920",251.54,"0271007C"
"3921",251.54,"0271009C"
"3922",267.32,"0271010C"
"3923",0,"0271011C"
"3924",402.95,"0271012C"
"3925",246.31,"0271013C"
"3926",251.54,"0271014C"
"3927",NA,"0271016C"
"3928",504.46,"0271017C"
"3929",331.89,"0271018C"
"3930",338.94,"0271019C"
"3931",261.76,"0271020C"
"3932",294.97,"0271021C"
"3933",246.31,"0271022C"
"3934",NA,"0271023C"
"3935",277.54,"0271024C"
"3936",NA,"0272001C"
"3937",NA,"0272002C"
"3938",97.57,"0272003C"
"3939",NA,"0272004C"
"3940",NA,"0272005C"
"3941",248.65,"0272006C"
"3942",NA,"0272007C"
"3943",NA,"0272008C"
"3944",243.48,"0272009C"
"3945",NA,"0272010C"
"3946",NA,"0272011C"
"3947",229.11,"0272012C"
"3948",NA,"0272013C"
"3949",NA,"0272014C"
"3950",238.91,"0272015C"
"3951",NA,"0272017C"
"3952",248.65,"0272018C"
"3953",NA,"0272019C"
"3954",0,"0272020C"
"3955",NA,"0272021C"
"3956",NA,"0272022C"
"3957",243.48,"0272023C"
"3958",NA,"0272024C"
"3959",0,"0273001C"
"3960",185.22,"0273002C"
"3961",263.43,"0273003C"
"3962",0,"0273004C"
"3963",177.97,"0273005C"
"3964",177.97,"0273006C"
"3965",552.98,"0273008C"
"3966",157.95,"0273009C"
"3967",0,"0273010C"
"3968",196.38,"0273011C"
"3969",522.02,"0273012C"
"3970",629.34,"0273013C"
"3971",157.95,"0273014C"
"3972",0,"0273015C"
"3973",0,"0273016C"
"3974",614.81,"0273017C"
"3975",641.51,"0273018C"
"3976",199.51,"0273019C"
"3977",171.98,"0273020C"
"3978",167.86,"0273021C"
"3979",189.77,"0273022C"
"3980",592.19,"0273023C"
"3981",167.86,"0273024C"
"3982",77.49,"0279001C"
"3983",38.08,"0279002C"
"3984",64.33,"0279004C"
"3985",74.74,"0279005C"
"3986",149.02,"0279006C"
"3987",74.74,"0279007C"
"3988",64.13,"0279008C"
"3989",64.33,"0279009C"
"3990",0,"0279010C"
"3991",0,"0279011C"
"3992",0,"0279012C"
"3993",74.62,"0279013C"
"3994",42.75,"0279014C"
"3995",0,"0279015C"
"3996",62.79,"0279016C"
"3997",64.13,"0279017C"
"3998",64.13,"0279018C"
"3999",NA,"0279019C"
"4000",134.47,"0279020C"
"4001",0,"0279021C"
"4002",306.67,"0279022C"
"4003",168.52,"0279023C"
"4004",160.06,"0279024C"
"4005",NA,"0280001C"
"4006",NA,"0280002C"
"4007",NA,"0280003C"
"4008",NA,"0280004C"
"4009",NA,"0280005C"
"4010",204.72,"0280006C"
"4011",NA,"0280007C"
"4012",186.91,"0280008C"
"4013",0,"0280010C"
"4014",NA,"0280011C"
"4015",NA,"0280012C"
"4016",NA,"0280013C"
"4017",NA,"0280014C"
"4018",NA,"0280015C"
"4019",NA,"0280016C"
"4020",194.05,"0280017C"
"4021",187.52,"0280018C"
"4022",NA,"0280019C"
"4023",190.86,"0280020C"
"4024",NA,"0280021C"
"4025",NA,"0280022C"
"4026",NA,"0280023C"
"4027",NA,"0280024C"
"4028",52.18,"0282001C"
"4029",171.67,"0282002C"
"4030",0,"0282003C"
"4031",167.55,"0282004C"
"4032",284.26,"0282005C"
"4033",171.11,"0282006C"
"4034",167.55,"0282007C"
"4035",225.77,"0282008C"
"4036",167.55,"0282009C"
"4037",0,"0282010C"
"4038",171.67,"0282011C"
"4039",171.11,"0282012C"
"4040",0,"0282014C"
"4041",0,"0282015C"
"4042",574.41,"0282016C"
"4043",540.5,"0282017C"
"4044",182.44,"0282018C"
"4045",0,"0282019C"
"4046",206.58,"0282020C"
"4047",230.56,"0282021C"
"4048",551.98,"0282022C"
"4049",0,"0282023C"
"4050",263.8,"0282024C"
"4051",NA,"0282040C"
"4052",NA,"0283002C"
"4053",NA,"0283003C"
"4054",NA,"0283005C"
"4055",210.41,"0283006C"
"4056",NA,"0283007C"
"4057",210.41,"0283008C"
"4058",0,"0283009C"
"4059",176.96,"0284001C"
"4060",207.66,"0284002C"
"4061",NA,"0284003C"
"4062",NA,"0284004C"
"4063",186.05,"0284006C"
"4064",0,"0284007C"
"4065",NA,"0284008C"
"4066",NA,"0284009C"
"4067",160.37,"0284010C"
"4068",154.61,"0284011C"
"4069",NA,"0284012C"
"4070",NA,"0284013C"
"4071",190.62,"0284014C"
"4072",197.26,"0284015C"
"4073",244.3,"0284016C"
"4074",NA,"0284017C"
"4075",NA,"0284018C"
"4076",NA,"0284019C"
"4077",236.82,"0284020C"
"4078",169.5,"0284022C"
"4079",190,"0284024C"
"4080",126.98,"0285001C"
"4081",0,"0285002C"
"4082",0,"0285003C"
"4083",0,"0285004C"
"4084",0,"0285005C"
"4085",NA,"0285006C"
"4086",526.04,"0285007C"
"4087",0,"0285008C"
"4088",149.77,"0285009C"
"4089",544.54,"0285010C"
"4090",501.01,"0285011C"
"4091",0,"0285012C"
"4092",594.61,"0285013C"
"4093",0,"0285014C"
"4094",0,"0285015C"
"4095",0,"0285016C"
"4096",549.83,"0285017C"
"4097",634.75,"0285018C"
"4098",0,"0285019C"
"4099",507.03,"0285020C"
"4100",499.14,"0285021C"
"4101",0,"0285022C"
"4102",0,"0285023C"
"4103",0,"0285024C"
"4104",58.24,"0286001C"
"4105",0,"0286002C"
"4106",NA,"0286003C"
"4107",196.51,"0286004C"
"4108",NA,"0286005C"
"4109",196.55,"0286006C"
"4110",NA,"0286007C"
"4111",NA,"0286008C"
"4112",NA,"0286009C"
"4113",257.77,"0286010C"
"4114",NA,"0286011C"
"4115",244.43,"0286012C"
"4116",NA,"0286013C"
"4117",263.92,"0286014C"
"4118",202.76,"0286015C"
"4119",0,"0286016C"
"4120",NA,"0286017C"
"4121",196.51,"0286018C"
"4122",369.34,"0286019C"
"4123",274.01,"0286020C"
"4124",0,"0286021C"
"4125",0,"0286022C"
"4126",0,"0286023C"
"4127",NA,"0286024C"
"4128",87.08,"0288001C"
"4129",297.98,"0288003C"
"4130",132.21,"0288005C"
"4131",89.22,"0288006C"
"4132",0,"0288007C"
"4133",89.22,"0288008C"
"4134",0,"0288009C"
"4135",145.88,"0288010C"
"4136",98.12,"0288011C"
"4137",95.7,"0288012C"
"4138",127.34,"0288013C"
"4139",92.54,"0288014C"
"4140",87.08,"0288015C"
"4141",89.22,"0288016C"
"4142",89.22,"0288017C"
"4143",88.93,"0288018C"
"4144",94.81,"0288019C"
"4145",91.1,"0288020C"
"4146",0,"0288021C"
"4147",92.54,"0288022C"
"4148",0,"0288023C"
"4149",89.22,"0288024C"
"4150",0,"0290001C"
"4151",280.81,"0290002C"
"4152",1009.47,"0290003C"
"4153",322.44,"0290004C"
"4154",329.29,"0290005C"
"4155",291.53,"0290006C"
"4156",0,"0290007C"
"4157",280.81,"0290008C"
"4158",403.41,"0290009C"
"4159",281.72,"0290010C"
"4160",316.39,"0290011C"
"4161",0,"0290012C"
"4162",329.29,"0290013C"
"4163",434.47,"0290014C"
"4164",402.11,"0290015C"
"4165",274.97,"0290016C"
"4166",1118.05,"0290017C"
"4167",322.44,"0290018C"
"4168",322.44,"0290019C"
"4169",0,"0290020C"
"4170",0,"0290021C"
"4171",1201.03,"0290022C"
"4172",1062.22,"0290023C"
"4173",NA,"0290040C"
"4174",0,"0292001C"
"4175",NA,"0292003C"
"4176",42.35,"0292004C"
"4177",0,"0292005C"
"4178",0,"0292006C"
"4179",141.76,"0292007C"
"4180",146.84,"0292008C"
"4181",84.1,"0292009C"
"4182",87.31,"0292010C"
"4183",NA,"0292011C"
"4184",125.81,"0292012C"
"4185",84.28,"0292013C"
"4186",NA,"0292014C"
"4187",92.79,"0292015C"
"4188",82.35,"0292016C"
"4189",NA,"0292017C"
"4190",NA,"0292019C"
"4191",NA,"0292020C"
"4192",NA,"0292021C"
"4193",82.35,"0292022C"
"4194",145.73,"0292023C"
"4195",98.74,"0292024C"
"4196",140.53,"0294001C"
"4197",209.56,"0294002C"
"4198",0,"0294003C"
"4199",145.43,"0294004C"
"4200",195.95,"0294005C"
"4201",0,"0294006C"
"4202",140.53,"0294007C"
"4203",173.82,"0295001C"
"4204",208.84,"0295002C"
"4205",188.65,"0295003C"
"4206",188.65,"0295004C"
"4207",214.3,"0295005C"
"4208",NA,"0295006C"
"4209",184.73,"0295007C"
"4210",218.85,"0295009C"
"4211",173.82,"0295010C"
"4212",208.16,"0295011C"
"4213",NA,"0295012C"
"4214",NA,"0295013C"
"4215",NA,"0295015C"
"4216",0,"0295016C"
"4217",0,"0295017C"
"4218",227.21,"0295018C"
"4219",188.65,"0295019C"
"4220",NA,"0295020C"
"4221",NA,"0295021C"
"4222",218.85,"0295022C"
"4223",253,"0295023C"
"4224",240.36,"0295024C"
"4225",NA,"0296001C"
"4226",NA,"0296002C"
"4227",NA,"0296003C"
"4228",NA,"0296004C"
"4229",NA,"0296005C"
"4230",157.09,"0296006C"
"4231",NA,"0296007C"
"4232",NA,"0296008C"
"4233",NA,"0296009C"
"4234",NA,"0296010C"
"4235",175.75,"0296011C"
"4236",195.13,"0296012C"
"4237",NA,"0296013C"
"4238",NA,"0296014C"
"4239",NA,"0296016C"
"4240",148.17,"0296017C"
"4241",NA,"0296018C"
"4242",NA,"0296019C"
"4243",0,"0296021C"
"4244",NA,"0296022C"
"4245",151.31,"0296023C"
"4246",130.43,"0296024C"
"4247",NA,"0296025C"
"4248",0,"0297003C"
"4249",0,"0297005C"
"4250",280.99,"0297009C"
"4251",0,"0297010C"
"4252",247.31,"0297013C"
"4253",0,"0297014C"
"4254",314.78,"0297015C"
"4255",610.86,"0297016C"
"4256",298.1,"0297018C"
"4257",766.45,"0297021C"
"4258",270.98,"0297022C"
"4259",231.3,"0297023C"
"4260",0,"0297024C"
"4261",NA,"0297040C"
"4262",NA,"0297041C"
"4263",NA,"0297042C"
"4264",NA,"0299002C"
"4265",NA,"0299003C"
"4266",NA,"0299004C"
"4267",NA,"0299005C"
"4268",NA,"0299006C"
"4269",130.06,"0299007C"
"4270",130.06,"0299009C"
"4271",NA,"0299010C"
"4272",132.82,"0299011C"
"4273",133.26,"0299012C"
"4274",133.26,"0299014C"
"4275",130.06,"0299015C"
"4276",138.22,"0299016C"
"4277",130.06,"0299017C"
"4278",132.82,"0299018C"
"4279",NA,"0299019C"
"4280",NA,"0299020C"
"4281",NA,"0299021C"
"4282",132.82,"0299022C"
"4283",NA,"0299023C"
"4284",132.82,"0299024C"
"4285",273.86,"0300001C"
"4286",0,"0300002C"
"4287",290.36,"0300003C"
"4288",NA,"0300004C"
"4289",279.68,"0300005C"
"4290",280.58,"0300006C"
"4291",327.16,"0300007C"
"4292",0,"0300008C"
"4293",257.69,"0300009C"
"4294",309.6,"0300010C"
"4295",514.63,"0300011C"
"4296",279.68,"0300012C"
"4297",290.36,"0300013C"
"4298",279.68,"0300014C"
"4299",280.58,"0300015C"
"4300",279.68,"0300016C"
"4301",NA,"0300017C"
"4302",264.02,"0300018C"
"4303",290.36,"0300020C"
"4304",NA,"0300021C"
